epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
40,338.895,0.94819,0.94024,1.12643,0.86545,0.71743,0.82963,0.6522,0.83389,0.67037,0.99145,7.30541e-05,7.30541e-05,7.30541e-05
41,347.397,0.93787,0.89982,1.11388,0.81953,0.74057,0.82503,0.65207,0.83029,0.68133,0.98715,7.1876e-05,7.1876e-05,7.1876e-05
42,356.024,0.95563,0.86502,1.10609,0.8164,0.76305,0.826,0.65659,0.82546,0.66899,0.98849,7.06979e-05,7.06979e-05,7.06979e-05
43,364.905,0.94283,0.86557,1.12957,0.82347,0.76802,0.8272,0.65969,0.82172,0.66013,0.98633,6.95198e-05,6.95198e-05,6.95198e-05
44,373.915,0.9771,0.90644,1.13574,0.83932,0.73787,0.82947,0.65948,0.82563,0.64358,0.98518,6.83417e-05,6.83417e-05,6.83417e-05
45,382.645,0.9343,0.91604,1.13831,0.79807,0.77159,0.83168,0.66275,0.82001,0.64183,0.98155,6.71636e-05,6.71636e-05,6.71636e-05
46,391.126,0.94544,0.87245,1.12243,0.81394,0.76219,0.82888,0.65897,0.81635,0.64239,0.97787,6.59855e-05,6.59855e-05,6.59855e-05
47,399.669,0.93319,0.84992,1.1129,0.8068,0.77511,0.83228,0.66889,0.81593,0.6442,0.97818,6.48074e-05,6.48074e-05,6.48074e-05
48,408.457,0.90859,0.8805,1.12133,0.87176,0.7242,0.83457,0.66775,0.81358,0.64469,0.97523,6.36293e-05,6.36293e-05,6.36293e-05
49,417.073,0.94913,0.85002,1.12974,0.86897,0.72849,0.83111,0.66454,0.80813,0.64814,0.97273,6.24512e-05,6.24512e-05,6.24512e-05
50,425.94,0.95603,0.8309,1.10277,0.80256,0.7698,0.83253,0.66503,0.80468,0.63207,0.97006,6.12731e-05,6.12731e-05,6.12731e-05
51,434.647,0.90724,0.83127,1.10418,0.84247,0.75532,0.84273,0.67385,0.80297,0.62167,0.96807,6.0095e-05,6.0095e-05,6.0095e-05
52,443.495,0.98362,0.92823,1.12052,0.85873,0.73612,0.83994,0.67343,0.79563,0.61031,0.9653,5.89169e-05,5.89169e-05,5.89169e-05
53,452.248,0.90939,0.7752,1.10705,0.85646,0.74826,0.83784,0.67213,0.79579,0.61822,0.96494,5.77388e-05,5.77388e-05,5.77388e-05
54,461.11,0.94727,0.87065,1.11214,0.80503,0.77506,0.84224,0.67768,0.79428,0.61453,0.96468,5.65607e-05,5.65607e-05,5.65607e-05
55,469.793,0.92556,0.85488,1.09295,0.79865,0.78292,0.84392,0.67919,0.7902,0.61523,0.96207,5.53826e-05,5.53826e-05,5.53826e-05
56,478.668,0.94134,0.80767,1.13655,0.79992,0.77959,0.85315,0.67858,0.7905,0.62296,0.96145,5.42045e-05,5.42045e-05,5.42045e-05
57,487.383,0.92786,0.80103,1.10576,0.77661,0.79742,0.84975,0.67279,0.79283,0.61737,0.96466,5.30264e-05,5.30264e-05,5.30264e-05
58,496.112,0.93885,0.85192,1.14076,0.82465,0.74952,0.83269,0.67104,0.79438,0.61245,0.9652,5.18483e-05,5.18483e-05,5.18483e-05
59,504.849,0.88319,0.78324,1.10242,0.85458,0.73827,0.85148,0.67843,0.79435,0.5972,0.96419,5.06702e-05,5.06702e-05,5.06702e-05
60,513.379,0.94128,0.83524,1.12842,0.82876,0.76266,0.8498,0.67907,0.79342,0.5942,0.96312,4.94921e-05,4.94921e-05,4.94921e-05
61,522.015,0.9065,0.79849,1.12192,0.85351,0.7551,0.84361,0.67704,0.79441,0.59815,0.96359,4.8314e-05,4.8314e-05,4.8314e-05
62,530.973,0.93605,0.81653,1.10659,0.84459,0.76411,0.85222,0.68372,0.7909,0.59481,0.96183,4.71359e-05,4.71359e-05,4.71359e-05
63,539.614,0.93121,0.83724,1.12113,0.85907,0.754,0.85392,0.68509,0.78705,0.59598,0.95921,4.59578e-05,4.59578e-05,4.59578e-05
64,548.435,0.92723,0.8353,1.1049,0.86322,0.75883,0.85259,0.6841,0.78101,0.6005,0.95671,4.47797e-05,4.47797e-05,4.47797e-05
65,557.16,0.87819,0.7945,1.08137,0.8641,0.75236,0.85174,0.68672,0.77877,0.60888,0.95518,4.36016e-05,4.36016e-05,4.36016e-05
66,565.763,0.90223,0.78894,1.06474,0.86314,0.75898,0.85263,0.68807,0.77798,0.60474,0.95564,4.24235e-05,4.24235e-05,4.24235e-05
67,574.433,0.89706,0.8172,1.11217,0.86146,0.76508,0.85662,0.68885,0.77328,0.59368,0.95364,4.12454e-05,4.12454e-05,4.12454e-05
68,582.996,0.88159,0.78002,1.09405,0.87965,0.75662,0.85861,0.68326,0.78065,0.60035,0.95617,4.00673e-05,4.00673e-05,4.00673e-05
69,591.555,0.97526,0.8444,1.13382,0.87525,0.75621,0.85785,0.68865,0.77536,0.59167,0.95568,3.88892e-05,3.88892e-05,3.88892e-05
70,600.144,0.90029,0.84275,1.11034,0.86796,0.75255,0.85458,0.68302,0.77351,0.59506,0.9541,3.77111e-05,3.77111e-05,3.77111e-05
71,608.864,0.93312,0.77792,1.09478,0.87061,0.76327,0.85946,0.68227,0.76551,0.59045,0.95001,3.6533e-05,3.6533e-05,3.6533e-05
72,617.587,0.90176,0.81358,1.10634,0.87072,0.75853,0.85739,0.68368,0.77134,0.59293,0.95253,3.53549e-05,3.53549e-05,3.53549e-05
73,626.416,0.8755,0.77018,1.07441,0.87976,0.77265,0.86435,0.68427,0.77117,0.59391,0.9523,3.41768e-05,3.41768e-05,3.41768e-05
74,635.228,0.95252,0.79654,1.08179,0.87427,0.76779,0.86383,0.68696,0.76722,0.5885,0.95088,3.29987e-05,3.29987e-05,3.29987e-05
75,643.85,0.87135,0.75905,1.09667,0.86846,0.7727,0.8655,0.68778,0.76507,0.58511,0.95007,3.18206e-05,3.18206e-05,3.18206e-05
76,652.691,0.93878,0.80116,1.11983,0.8705,0.76811,0.86586,0.69371,0.75715,0.5744,0.94696,3.06425e-05,3.06425e-05,3.06425e-05
77,661.436,0.931,0.7595,1.0786,0.83284,0.79257,0.86639,0.69289,0.75525,0.57414,0.94629,2.94644e-05,2.94644e-05,2.94644e-05
78,670.156,0.90473,0.80712,1.1151,0.86484,0.77369,0.86457,0.69267,0.75795,0.57707,0.94762,2.82863e-05,2.82863e-05,2.82863e-05
79,678.853,0.89362,0.75162,1.07272,0.86743,0.77537,0.86686,0.69579,0.75332,0.57577,0.94701,2.71082e-05,2.71082e-05,2.71082e-05
80,687.328,0.94304,0.81872,1.09882,0.88312,0.77433,0.86805,0.69222,0.75396,0.5746,0.94668,2.59301e-05,2.59301e-05,2.59301e-05
81,695.883,0.86495,0.75041,1.07162,0.87842,0.77694,0.86417,0.69681,0.75727,0.57971,0.94712,2.4752e-05,2.4752e-05,2.4752e-05
82,704.38,0.86855,0.77356,1.06949,0.87864,0.76979,0.86408,0.69261,0.75747,0.578,0.94812,2.35739e-05,2.35739e-05,2.35739e-05
83,713.002,0.909,0.78186,1.09058,0.88375,0.76621,0.86081,0.69489,0.75554,0.57867,0.94594,2.23958e-05,2.23958e-05,2.23958e-05
84,721.502,0.89402,0.80705,1.09142,0.88408,0.77021,0.8614,0.69501,0.75754,0.57924,0.94718,2.12177e-05,2.12177e-05,2.12177e-05
85,730.007,0.92708,0.82197,1.11074,0.87969,0.77215,0.86488,0.69907,0.75643,0.57125,0.9463,2.00396e-05,2.00396e-05,2.00396e-05
86,738.569,0.8627,0.7585,1.07815,0.88348,0.77093,0.86373,0.69512,0.75631,0.56723,0.94611,1.88615e-05,1.88615e-05,1.88615e-05
87,747.163,0.88992,0.742,1.07488,0.88121,0.77056,0.8635,0.70216,0.75535,0.56958,0.94478,1.76834e-05,1.76834e-05,1.76834e-05
88,756.155,0.86896,0.77782,1.08326,0.77822,0.83946,0.86364,0.70451,0.75136,0.56124,0.94295,1.65053e-05,1.65053e-05,1.65053e-05
89,765.036,0.83185,0.75903,1.08668,0.78955,0.84504,0.86239,0.6977,0.75352,0.56982,0.94232,1.53272e-05,1.53272e-05,1.53272e-05
90,773.541,0.85979,0.70513,1.04362,0.80598,0.83493,0.86372,0.70018,0.75081,0.56782,0.9426,1.41491e-05,1.41491e-05,1.41491e-05
91,782.583,0.8774,0.75858,1.07821,0.77334,0.8454,0.8617,0.69402,0.76729,0.58836,0.94851,1.2971e-05,1.2971e-05,1.2971e-05
92,791.091,0.84627,0.71459,1.04472,0.85376,0.77407,0.85334,0.68268,0.77815,0.62776,0.9527,1.17929e-05,1.17929e-05,1.17929e-05
93,799.617,0.8423,0.68156,1.02617,0.86077,0.78046,0.85557,0.68363,0.7743,0.61498,0.95304,1.06148e-05,1.06148e-05,1.06148e-05
94,808.177,0.84924,0.73937,1.04578,0.85296,0.77267,0.85082,0.67992,0.77861,0.62239,0.9563,9.4367e-06,9.4367e-06,9.4367e-06
95,816.777,0.87474,0.75595,1.04107,0.86359,0.76798,0.85249,0.68468,0.77888,0.62437,0.95428,8.2586e-06,8.2586e-06,8.2586e-06
96,825.398,0.81643,0.66185,1.01923,0.79661,0.82144,0.85769,0.68438,0.77053,0.60763,0.95137,7.0805e-06,7.0805e-06,7.0805e-06
97,833.983,0.84787,0.68402,1.02262,0.77998,0.8289,0.85135,0.68273,0.77517,0.61151,0.95268,5.9024e-06,5.9024e-06,5.9024e-06
98,842.537,0.88815,0.71371,1.03134,0.85788,0.78083,0.85401,0.68586,0.77343,0.61339,0.95161,4.7243e-06,4.7243e-06,4.7243e-06
